Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Date,File Name,Email From,Email To,Email CC,Email BCC,Email Subject,Tag: Privilege - Redact,Tag: Privilege - Withhold,Tag: AC-WP,Tag: Attorney-Client,Tag: Synthetic Privacy
SYNEWPRV024-0005317,SYNEWPRV024-0005317,2025-10-14,synthetic_document_01329.pdf,sender028@example.test,recipient040@example.test,copy019@example.test,blind010@example.test,Synthetic subject 01329,,Yes,Yes,,
SYNEWPRV024-0005321,SYNEWPRV024-0005322,2025-11-15,synthetic_document_01330.pdf,sender029@example.test,recipient041@example.test,copy001@example.test,blind011@example.test,Synthetic subject 01330,,,,Yes,Yes
SYNEWPRV024-0005325,SYNEWPRV024-0005327,2025-12-16,synthetic_document_01331.pdf,sender030@example.test,recipient042@example.test,copy002@example.test,blind001@example.test,Synthetic subject 01331,,,,,
SYNEWPRV024-0005329,SYNEWPRV024-0005329,2025-01-17,synthetic_document_01332.pdf,sender031@example.test,recipient043@example.test,copy003@example.test,blind002@example.test,Synthetic subject 01332,Yes,,Yes,,
SYNEWPRV024-0005333,SYNEWPRV024-0005334,2025-02-18,synthetic_document_01333.pdf,sender001@example.test,recipient001@example.test,copy004@example.test,blind003@example.test,Synthetic subject 01333,,Yes,,Yes,
SYNEWPRV024-0005337,SYNEWPRV024-0005339,2025-03-19,synthetic_document_01334.pdf,sender002@example.test,recipient002@example.test,copy005@example.test,blind004@example.test,Synthetic subject 01334,,,,,
SYNEWPRV024-0005341,SYNEWPRV024-0005341,2025-04-20,synthetic_document_01335.pdf,sender003@example.test,recipient003@example.test,copy006@example.test,blind005@example.test,Synthetic subject 01335,,,Yes,,Yes
SYNEWPRV024-0005345,SYNEWPRV024-0005346,2025-05-21,synthetic_document_01336.pdf,sender004@example.test,recipient004@example.test,copy007@example.test,blind006@example.test,Synthetic subject 01336,Yes,,,Yes,
SYNEWPRV024-0005349,SYNEWPRV024-0005351,2025-06-22,synthetic_document_01337.pdf,sender005@example.test,recipient005@example.test,copy008@example.test,blind007@example.test,Synthetic subject 01337,,Yes,,,
SYNEWPRV024-0005353,SYNEWPRV024-0005353,2025-07-23,synthetic_document_01338.pdf,sender006@example.test,recipient006@example.test,copy009@example.test,blind008@example.test,Synthetic subject 01338,,,Yes,,
SYNEWPRV024-0005357,SYNEWPRV024-0005358,2025-08-24,synthetic_document_01339.pdf,sender007@example.test,recipient007@example.test,copy010@example.test,blind009@example.test,Synthetic subject 01339,,,,Yes,
SYNEWPRV024-0005361,SYNEWPRV024-0005363,2025-09-25,synthetic_document_01340.pdf,sender008@example.test,recipient008@example.test,copy011@example.test,blind010@example.test,Synthetic subject 01340,Yes,,,,Yes
SYNEWPRV024-0005365,SYNEWPRV024-0005365,2025-10-26,synthetic_document_01341.pdf,sender009@example.test,recipient009@example.test,copy012@example.test,blind011@example.test,Synthetic subject 01341,,Yes,Yes,,
SYNEWPRV024-0005369,SYNEWPRV024-0005370,2025-11-27,synthetic_document_01342.pdf,sender010@example.test,recipient010@example.test,copy013@example.test,blind001@example.test,Synthetic subject 01342,,,,Yes,
SYNEWPRV024-0005373,SYNEWPRV024-0005375,2025-12-28,synthetic_document_01343.pdf,sender011@example.test,recipient011@example.test,copy014@example.test,blind002@example.test,Synthetic subject 01343,,,,,
SYNEWPRV024-0005377,SYNEWPRV024-0005377,2025-01-01,synthetic_document_01344.pdf,sender012@example.test,recipient012@example.test,copy015@example.test,blind003@example.test,Synthetic subject 01344,Yes,,Yes,,
SYNEWPRV024-0005381,SYNEWPRV024-0005382,2025-02-02,synthetic_document_01345.pdf,sender013@example.test,recipient013@example.test,copy016@example.test,blind004@example.test,Synthetic subject 01345,,Yes,,Yes,Yes
SYNEWPRV024-0005385,SYNEWPRV024-0005387,2025-03-03,synthetic_document_01346.pdf,sender014@example.test,recipient014@example.test,copy017@example.test,blind005@example.test,Synthetic subject 01346,,,,,
SYNEWPRV024-0005389,SYNEWPRV024-0005389,2025-04-04,synthetic_document_01347.pdf,sender015@example.test,recipient015@example.test,copy018@example.test,blind006@example.test,Synthetic subject 01347,,,Yes,,
SYNEWPRV024-0005393,SYNEWPRV024-0005394,2025-05-05,synthetic_document_01348.pdf,sender016@example.test,recipient016@example.test,copy019@example.test,blind007@example.test,Synthetic subject 01348,Yes,,,Yes,
SYNEWPRV024-0005397,SYNEWPRV024-0005399,2025-06-06,synthetic_document_01349.pdf,sender017@example.test,recipient017@example.test,copy001@example.test,blind008@example.test,Synthetic subject 01349,,Yes,,,
SYNEWPRV024-0005401,SYNEWPRV024-0005401,2025-07-07,synthetic_document_01350.pdf,sender018@example.test,recipient018@example.test,copy002@example.test,blind009@example.test,Synthetic subject 01350,,,Yes,,Yes
SYNEWPRV024-0005405,SYNEWPRV024-0005406,2025-08-08,synthetic_document_01351.pdf,sender019@example.test,recipient019@example.test,copy003@example.test,blind010@example.test,Synthetic subject 01351,,,,Yes,
SYNEWPRV024-0005409,SYNEWPRV024-0005411,2025-09-09,synthetic_document_01352.pdf,sender020@example.test,recipient020@example.test,copy004@example.test,blind011@example.test,Synthetic subject 01352,Yes,,,,
SYNEWPRV024-0005413,SYNEWPRV024-0005413,2025-10-10,synthetic_document_01353.pdf,sender021@example.test,recipient021@example.test,copy005@example.test,blind001@example.test,Synthetic subject 01353,,Yes,Yes,,
SYNEWPRV024-0005417,SYNEWPRV024-0005418,2025-11-11,synthetic_document_01354.pdf,sender022@example.test,recipient022@example.test,copy006@example.test,blind002@example.test,Synthetic subject 01354,,,,Yes,
SYNEWPRV024-0005421,SYNEWPRV024-0005423,2025-12-12,synthetic_document_01355.pdf,sender023@example.test,recipient023@example.test,copy007@example.test,blind003@example.test,Synthetic subject 01355,,,,,Yes
SYNEWPRV024-0005425,SYNEWPRV024-0005425,2025-01-13,synthetic_document_01356.pdf,sender024@example.test,recipient024@example.test,copy008@example.test,blind004@example.test,Synthetic subject 01356,Yes,,Yes,,
SYNEWPRV024-0005429,SYNEWPRV024-0005430,2025-02-14,synthetic_document_01357.pdf,sender025@example.test,recipient025@example.test,copy009@example.test,blind005@example.test,Synthetic subject 01357,,Yes,,Yes,
SYNEWPRV024-0005433,SYNEWPRV024-0005435,2025-03-15,synthetic_document_01358.pdf,sender026@example.test,recipient026@example.test,copy010@example.test,blind006@example.test,Synthetic subject 01358,,,,,
SYNEWPRV024-0005437,SYNEWPRV024-0005437,2025-04-16,synthetic_document_01359.pdf,sender027@example.test,recipient027@example.test,copy011@example.test,blind007@example.test,Synthetic subject 01359,,,Yes,,
SYNEWPRV024-0005441,SYNEWPRV024-0005442,2025-05-17,synthetic_document_01360.pdf,sender028@example.test,recipient028@example.test,copy012@example.test,blind008@example.test,Synthetic subject 01360,Yes,,,Yes,Yes
SYNEWPRV024-0005445,SYNEWPRV024-0005447,2025-06-18,synthetic_document_01361.pdf,sender029@example.test,recipient029@example.test,copy013@example.test,blind009@example.test,Synthetic subject 01361,,Yes,,,
SYNEWPRV024-0005449,SYNEWPRV024-0005449,2025-07-19,synthetic_document_01362.pdf,sender030@example.test,recipient030@example.test,copy014@example.test,blind010@example.test,Synthetic subject 01362,,,Yes,,
SYNEWPRV024-0005453,SYNEWPRV024-0005454,2025-08-20,synthetic_document_01363.pdf,sender031@example.test,recipient031@example.test,copy015@example.test,blind011@example.test,Synthetic subject 01363,,,,Yes,
SYNEWPRV024-0005457,SYNEWPRV024-0005459,2025-09-21,synthetic_document_01364.pdf,sender001@example.test,recipient032@example.test,copy016@example.test,blind001@example.test,Synthetic subject 01364,Yes,,,,
SYNEWPRV024-0005461,SYNEWPRV024-0005461,2025-10-22,synthetic_document_01365.pdf,sender002@example.test,recipient033@example.test,copy017@example.test,blind002@example.test,Synthetic subject 01365,,Yes,Yes,,Yes
SYNEWPRV024-0005465,SYNEWPRV024-0005466,2025-11-23,synthetic_document_01366.pdf,sender003@example.test,recipient034@example.test,copy018@example.test,blind003@example.test,Synthetic subject 01366,,,,Yes,
SYNEWPRV024-0005469,SYNEWPRV024-0005471,2025-12-24,synthetic_document_01367.pdf,sender004@example.test,recipient035@example.test,copy019@example.test,blind004@example.test,Synthetic subject 01367,,,,,
SYNEWPRV024-0005473,SYNEWPRV024-0005473,2025-01-25,synthetic_document_01368.pdf,sender005@example.test,recipient036@example.test,copy001@example.test,blind005@example.test,Synthetic subject 01368,Yes,,Yes,,
SYNEWPRV024-0005477,SYNEWPRV024-0005478,2025-02-26,synthetic_document_01369.pdf,sender006@example.test,recipient037@example.test,copy002@example.test,blind006@example.test,Synthetic subject 01369,,Yes,,Yes,
SYNEWPRV024-0005481,SYNEWPRV024-0005483,2025-03-27,synthetic_document_01370.pdf,sender007@example.test,recipient038@example.test,copy003@example.test,blind007@example.test,Synthetic subject 01370,,,,,Yes
SYNEWPRV024-0005485,SYNEWPRV024-0005485,2025-04-28,synthetic_document_01371.pdf,sender008@example.test,recipient039@example.test,copy004@example.test,blind008@example.test,Synthetic subject 01371,,,Yes,,
SYNEWPRV024-0005489,SYNEWPRV024-0005490,2025-05-01,synthetic_document_01372.pdf,sender009@example.test,recipient040@example.test,copy005@example.test,blind009@example.test,Synthetic subject 01372,Yes,,,Yes,
SYNEWPRV024-0005493,SYNEWPRV024-0005495,2025-06-02,synthetic_document_01373.pdf,sender010@example.test,recipient041@example.test,copy006@example.test,blind010@example.test,Synthetic subject 01373,,Yes,,,
SYNEWPRV024-0005497,SYNEWPRV024-0005497,2025-07-03,synthetic_document_01374.pdf,sender011@example.test,recipient042@example.test,copy007@example.test,blind011@example.test,Synthetic subject 01374,,,Yes,,
SYNEWPRV024-0005501,SYNEWPRV024-0005502,2025-08-04,synthetic_document_01375.pdf,sender012@example.test,recipient043@example.test,copy008@example.test,blind001@example.test,Synthetic subject 01375,,,,Yes,Yes
SYNEWPRV024-0005505,SYNEWPRV024-0005507,2025-09-05,synthetic_document_01376.pdf,sender013@example.test,recipient001@example.test,copy009@example.test,blind002@example.test,Synthetic subject 01376,Yes,,,,
SYNEWPRV024-0005509,SYNEWPRV024-0005509,2025-10-06,synthetic_document_01377.pdf,sender014@example.test,recipient002@example.test,copy010@example.test,blind003@example.test,Synthetic subject 01377,,Yes,Yes,,
SYNEWPRV024-0005513,SYNEWPRV024-0005514,2025-11-07,synthetic_document_01378.pdf,sender015@example.test,recipient003@example.test,copy011@example.test,blind004@example.test,Synthetic subject 01378,,,,Yes,
SYNEWPRV024-0005517,SYNEWPRV024-0005519,2025-12-08,synthetic_document_01379.pdf,sender016@example.test,recipient004@example.test,copy012@example.test,blind005@example.test,Synthetic subject 01379,,,,,
SYNEWPRV024-0005521,SYNEWPRV024-0005521,2025-01-09,synthetic_document_01380.pdf,sender017@example.test,recipient005@example.test,copy013@example.test,blind006@example.test,Synthetic subject 01380,Yes,,Yes,,Yes
SYNEWPRV024-0005525,SYNEWPRV024-0005526,2025-02-10,synthetic_document_01381.pdf,sender018@example.test,recipient006@example.test,copy014@example.test,blind007@example.test,Synthetic subject 01381,,Yes,,Yes,
SYNEWPRV024-0005529,SYNEWPRV024-0005531,2025-03-11,synthetic_document_01382.pdf,sender019@example.test,recipient007@example.test,copy015@example.test,blind008@example.test,Synthetic subject 01382,,,,,
SYNEWPRV024-0005533,SYNEWPRV024-0005533,2025-04-12,synthetic_document_01383.pdf,sender020@example.test,recipient008@example.test,copy016@example.test,blind009@example.test,Synthetic subject 01383,,,Yes,,
SYNEWPRV024-0005537,SYNEWPRV024-0005538,2025-05-13,synthetic_document_01384.pdf,sender021@example.test,recipient009@example.test,copy017@example.test,blind010@example.test,Synthetic subject 01384,Yes,,,Yes,
SYNEWPRV024-0005541,SYNEWPRV024-0005543,2025-06-14,synthetic_document_01385.pdf,sender022@example.test,recipient010@example.test,copy018@example.test,blind011@example.test,Synthetic subject 01385,,Yes,,,Yes
SYNEWPRV024-0005545,SYNEWPRV024-0005545,2025-07-15,synthetic_document_01386.pdf,sender023@example.test,recipient011@example.test,copy019@example.test,blind001@example.test,Synthetic subject 01386,,,Yes,,
SYNEWPRV024-0005549,SYNEWPRV024-0005550,2025-08-16,synthetic_document_01387.pdf,sender024@example.test,recipient012@example.test,copy001@example.test,blind002@example.test,Synthetic subject 01387,,,,Yes,
SYNEWPRV024-0005553,SYNEWPRV024-0005555,2025-09-17,synthetic_document_01388.pdf,sender025@example.test,recipient013@example.test,copy002@example.test,blind003@example.test,Synthetic subject 01388,Yes,,,,
SYNEWPRV024-0005557,SYNEWPRV024-0005557,2025-10-18,synthetic_document_01389.pdf,sender026@example.test,recipient014@example.test,copy003@example.test,blind004@example.test,Synthetic subject 01389,,Yes,Yes,,
SYNEWPRV024-0005561,SYNEWPRV024-0005562,2025-11-19,synthetic_document_01390.pdf,sender027@example.test,recipient015@example.test,copy004@example.test,blind005@example.test,Synthetic subject 01390,,,,Yes,Yes
SYNEWPRV024-0005565,SYNEWPRV024-0005567,2025-12-20,synthetic_document_01391.pdf,sender028@example.test,recipient016@example.test,copy005@example.test,blind006@example.test,Synthetic subject 01391,,,,,
SYNEWPRV024-0005569,SYNEWPRV024-0005569,2025-01-21,synthetic_document_01392.pdf,sender029@example.test,recipient017@example.test,copy006@example.test,blind007@example.test,Synthetic subject 01392,Yes,,Yes,,
SYNEWPRV024-0005573,SYNEWPRV024-0005574,2025-02-22,synthetic_document_01393.pdf,sender030@example.test,recipient018@example.test,copy007@example.test,blind008@example.test,Synthetic subject 01393,,Yes,,Yes,
SYNEWPRV024-0005577,SYNEWPRV024-0005579,2025-03-23,synthetic_document_01394.pdf,sender031@example.test,recipient019@example.test,copy008@example.test,blind009@example.test,Synthetic subject 01394,,,,,
SYNEWPRV024-0005581,SYNEWPRV024-0005581,2025-04-24,synthetic_document_01395.pdf,sender001@example.test,recipient020@example.test,copy009@example.test,blind010@example.test,Synthetic subject 01395,,,Yes,,Yes
SYNEWPRV024-0005585,SYNEWPRV024-0005586,2025-05-25,synthetic_document_01396.pdf,sender002@example.test,recipient021@example.test,copy010@example.test,blind011@example.test,Synthetic subject 01396,Yes,,,Yes,
SYNEWPRV024-0005589,SYNEWPRV024-0005591,2025-06-26,synthetic_document_01397.pdf,sender003@example.test,recipient022@example.test,copy011@example.test,blind001@example.test,Synthetic subject 01397,,Yes,,,
SYNEWPRV024-0005593,SYNEWPRV024-0005593,2025-07-27,synthetic_document_01398.pdf,sender004@example.test,recipient023@example.test,copy012@example.test,blind002@example.test,Synthetic subject 01398,,,Yes,,
SYNEWPRV024-0005597,SYNEWPRV024-0005598,2025-08-28,synthetic_document_01399.pdf,sender005@example.test,recipient024@example.test,copy013@example.test,blind003@example.test,Synthetic subject 01399,,,,Yes,
SYNEWPRV024-0005601,SYNEWPRV024-0005603,2025-09-01,synthetic_document_01400.pdf,sender006@example.test,recipient025@example.test,copy014@example.test,blind004@example.test,Synthetic subject 01400,Yes,,,,Yes
SYNEWPRV024-0005605,SYNEWPRV024-0005605,2025-10-02,synthetic_document_01401.pdf,sender007@example.test,recipient026@example.test,copy015@example.test,blind005@example.test,Synthetic subject 01401,,Yes,Yes,,
SYNEWPRV024-0005609,SYNEWPRV024-0005610,2025-11-03,synthetic_document_01402.pdf,sender008@example.test,recipient027@example.test,copy016@example.test,blind006@example.test,Synthetic subject 01402,,,,Yes,
SYNEWPRV024-0005613,SYNEWPRV024-0005615,2025-12-04,synthetic_document_01403.pdf,sender009@example.test,recipient028@example.test,copy017@example.test,blind007@example.test,Synthetic subject 01403,,,,,
SYNEWPRV024-0005617,SYNEWPRV024-0005617,2025-01-05,synthetic_document_01404.pdf,sender010@example.test,recipient029@example.test,copy018@example.test,blind008@example.test,Synthetic subject 01404,Yes,,Yes,,
SYNEWPRV024-0005621,SYNEWPRV024-0005622,2025-02-06,synthetic_document_01405.pdf,sender011@example.test,recipient030@example.test,copy019@example.test,blind009@example.test,Synthetic subject 01405,,Yes,,Yes,Yes
SYNEWPRV024-0005625,SYNEWPRV024-0005627,2025-03-07,synthetic_document_01406.pdf,sender012@example.test,recipient031@example.test,copy001@example.test,blind010@example.test,Synthetic subject 01406,,,,,
SYNEWPRV024-0005629,SYNEWPRV024-0005629,2025-04-08,synthetic_document_01407.pdf,sender013@example.test,recipient032@example.test,copy002@example.test,blind011@example.test,Synthetic subject 01407,,,Yes,,
SYNEWPRV024-0005633,SYNEWPRV024-0005634,2025-05-09,synthetic_document_01408.pdf,sender014@example.test,recipient033@example.test,copy003@example.test,blind001@example.test,Synthetic subject 01408,Yes,,,Yes,
SYNEWPRV024-0005637,SYNEWPRV024-0005639,2025-06-10,synthetic_document_01409.pdf,sender015@example.test,recipient034@example.test,copy004@example.test,blind002@example.test,Synthetic subject 01409,,Yes,,,
SYNEWPRV024-0005641,SYNEWPRV024-0005641,2025-07-11,synthetic_document_01410.pdf,sender016@example.test,recipient035@example.test,copy005@example.test,blind003@example.test,Synthetic subject 01410,,,Yes,,Yes
SYNEWPRV024-0005645,SYNEWPRV024-0005646,2025-08-12,synthetic_document_01411.pdf,sender017@example.test,recipient036@example.test,copy006@example.test,blind004@example.test,Synthetic subject 01411,,,,Yes,
SYNEWPRV024-0005649,SYNEWPRV024-0005651,2025-09-13,synthetic_document_01412.pdf,sender018@example.test,recipient037@example.test,copy007@example.test,blind005@example.test,Synthetic subject 01412,Yes,,,,
